Paper,Unit,Unit Name,Sub-Topic/Thinker,Directive,Question Text,Year,Marks,1. INTRO (Max 40 words),2. BODY SKELETON (5-6 Bullet Points),3. CONCLUSION (Max 40 words)
Paper II,5.3,Socio-Cultural Change,Panchayati Raj,Discuss,Discuss the role of Panchayat Raj Institutions in transforming traditional power hierarchy in rural India.,2021,15,,,
Paper II,5.3,Socio-Cultural Change,Sanskritization,Short Note,Concept of Sanskritization.,2020,10,,,
Paper II,5.3,Socio-Cultural Change,Khap Panchayat,Short Note,Khap panchayat.,2020,10,,,
Paper II,5.3,Socio-Cultural Change,Little & Great Traditions,Discuss,Discuss how the elements of little and great traditions combine in the emergence of social/political/religious movements giving any one example to illustrate the issue.,2019,20,,,
Paper II,5.3,Socio-Cultural Change,Panchayati Raj,Short Note,Impact of Panchayati raj institutions in rural areas.,2018,10,,,
Paper II,5.3,Socio-Cultural Change,Modernization,Short Note,Write a note on Modernization.,2018,10,,,
Paper II,5.3,Socio-Cultural Change,Media & Change,Describe,Describe the media as an instrument for social change.,2017,15,,,
Paper II,5.3,Socio-Cultural Change,Panchayati Raj & Women,Discuss,Discuss the impact of Panchayati raj institution on the empowerment of rural women in India.,2017,15,,,
Paper II,5.3,Socio-Cultural Change,Tribe-Caste vs Sanskritization,How,How is process of tribe caste continuum different from Sanskritization?,2016,15,,,
Paper II,5.3,Socio-Cultural Change,Caste Mobility & Sanskritization,"What, How",What do you understand by the dynamics of Caste mobility? How did the concept of Sanskritization contribute to its functionality?,-,20,,,
Paper II,5.3,Socio-Cultural Change,Panchayati Raj,Short Note,Panchayati raj institutions and social change.,2015,10,,,
Paper II,5.3,Socio-Cultural Change,Little & Great Traditions,Short Note,Great tradition and little tradition.,-,10,,,
Paper II,5.3,Socio-Cultural Change,Media & Technology,Examine,Examine the social implications of media & communication technology.,2015,20,,,
Paper II,6.1,Tribal Situation in India,Artisan Tribes,Short Note,Write a note on Artisan tribes of Jharkhand.,2024,10,,,
Paper II,6.1,Tribal Situation in India,ILO Convention 169,"Describe, Is",Describe ILO's Convention No. 169 (1989) on Indigenous and Tribal people. Is India a signatory to it?,2024,10,,,
Paper II,6.1,Tribal Situation in India,Tribe Distribution,Discuss,Discuss the distribution of tribes in different geographical regions of India. Identify the distinct institutional features of tribal societies of these regions.,2023,20,,,
Paper II,6.1,Tribal Situation in India,Shifting Cultivation,How,How can a balance be struck between livelihood concern and environmental degradation in the context of shifting cultivation?,2022,15,,,
Paper II,6.1,Tribal Situation in India,Concept of Tribe,Short Note,Concept of tribe and Indian census.,2021,10,,,
Paper II,6.1,Tribal Situation in India,Linguistic Classification,Elucidate,Elucidate the linguistic classification of Indian tribes.,2020,15,,,
Paper II,6.1,Tribal Situation in India,Pastoral Communities,"What, Discuss",What are the salient issues faced by pastoral communities in India? Discuss with suitable examples.,2019,15,,,
Paper II,6.1,Tribal Situation in India,Andaman Tribes,Short Note,Distinctive cultural features of tribes of Andaman Islands.,2018,10,,,
Paper II,6.1,Tribal Situation in India,Tribe & Scheduled Tribe,Short Note,Tribe and Scheduled Tribe.,2018,10,,,
Paper II,6.1,Tribal Situation in India,Youth Dormitory,Short Note,Youth dormitory as an institution.,2018,10,,,
Paper II,6.1,Tribal Situation in India,Economic Typology,Compare,Compare and contrast the economic typology of tribes given by different anthropologists.,2018,20,,,
Paper II,6.1,Tribal Situation in India,Bio-genetic Variability,Short Note,Bio-genetic variability of Indian tribes.,2016,10,,,
Paper II,6.1,Tribal Situation in India,Tribe Concept,Short Note,Tribe as a colonial construct.,2016,10,,,
Paper II,6.1,Tribal Situation in India,Elwin-Ghurye Debate,Short Note,Elwin-Ghurye debate on Tribes.,2015,10,,,
Paper II,6.1,Tribal Situation in India,Shifting Cultivators,Short Note,Socio-economic characteristics of shifting cultivators.,2015,10,,,
Paper II,6.1,Tribal Situation in India,Bio-genetic Variations,Short Note,Biogenetic variations of Indian tribes.,2014,10,,,
Paper II,6.1,Tribal Situation in India,Marginalization,Short Note,Social and economic marginalization of tribal people.,2014,10,,,
Paper II,6.1,Tribal Situation in India,Linguistic Classification,Short Note,Linguistic classification of Indian tribes.,-,10,,,
Paper II,6.1,Tribal Situation in India,Indigenous People,Discuss,Discuss the concept of 'indigenous people' as per the relevant UN convention. Are tribals of India indigenous people? Comment.,-,20,,,
Paper II,6.1,Tribal Situation in India,Homogeneity of Tribes,Discuss,"""Tribes in India are not homogeneous group."" Discuss.",-,20,,,
Paper II,6.1,Tribal Situation in India,Traditional Knowledge,Discuss,Discuss the relevance of traditional wisdom and knowledge of the tribes with reference to health in the present-day context.,-,20,,,
Paper II,6.2,Problems of Tribal Communities,Stunting & Wasting,Short Note,Causes of stunting and wasting among tribal children.,2024,10,,,
Paper II,6.2,Problems of Tribal Communities,Climate Change Impact,Critically examine,"Custodians of natural resources are the tribals, but they are the most deprived. Critically examine how climate change will impact their survival in future.",2024,20,,,
Paper II,6.2,Problems of Tribal Communities,Holistic Health & COVID,Critically examine,Critically examine existing paradigms of holistic health for the marginalised sections of society drawing inferences from COVID-19 pandemic.,2024,20,,,
Paper II,6.2,Problems of Tribal Communities,Nomadic Groups,Short Note,Major problems of nomadic and semi-nomadic groups.,-,10,,,
Paper II,6.2,Problems of Tribal Communities,Agricultural Labourers,Short Note,Issues of tribal agricultural labourers.,2022,10,,,
Paper II,6.2,Problems of Tribal Communities,Educational Attainment,Elucidate,Elucidate the problems and challenges in educational attainment of the Scheduled Tribes.,2021,15,,,
Paper II,6.2,Problems of Tribal Communities,Malnutrition,Examine,Examine the factors responsible for malnutrition in tribal India and suggest interventions required to overcome the problem.,2021,15,,,
Paper II,6.2,Problems of Tribal Communities,Land Alienation,Elucidate,Elucidate the problems of land alienation among tribals of India.,2020,15,,,
Paper II,6.2,Problems of Tribal Communities,Tribal Education,Short Note,Issues related to tribal education.,2019,10,,,
Paper II,6.2,Problems of Tribal Communities,Indebtedness,Short Note,Write a short note on indebtedness among tribal communities.,2017,10,,,
Paper II,6.2,Problems of Tribal Communities,Displacement & Health,Describe,Describe the impact of displacement on the health and nutritional status of the tribal communities.,2017,20,,,
Paper II,6.2,Problems of Tribal Communities,Land Alienation & Law,Discuss,Discuss how constitutional provisions in India have built in mechanisms for dealing with the problem of land alienation in tribal areas.,2015,20,,,
Paper II,6.2,Problems of Tribal Communities,Low Literacy,Discuss,"Discuss the socio-cultural, economic and psychological constraints responsible for low literacy in Tribal areas.",2015,15,,,
Paper II,6.2,Problems of Tribal Communities,Land Alienation,Discuss,Discuss the impact of land alienation on the tribes of Central India.,2014,15,,,
Paper II,6.2,Problems of Tribal Communities,Left-wing Extremism,Short Note,Left-wing extremism and Tribals in India.,-,15,,,
Paper II,6.2,Problems of Tribal Communities,Tribal Women,Short Note,Education and health among tribal women.,-,15,,,
Paper II,6.2,Problems of Tribal Communities,Land and Forest,Explain,Land and forest are the twin problems of the tribes. Explain.,-,15,,,
Paper II,6.3,Developmental Projects & Impact,Forest Policies,Examine,Examine the impact of Forest Policies from 1878 to 2006 on land alienation and deprivation of rights of tribal communities in India.,2024,15,,,
Paper II,6.3,Developmental Projects & Impact,Dams & Displacement,Critically examine,Critically examine how the displacement of tribal communities due to hydroelectric river dam projects has affected the women in local context. Elucidate with suitable ethnographic examples.,2023,15,,,
Paper II,6.3,Developmental Projects & Impact,Urbanization,Short Note,Urbanization and tribal Institutions.,2021,10,,,
Paper II,6.3,Developmental Projects & Impact,Forest Rights Act 2006,Discuss,Discuss the impact of Forest Rights Act (2006) on the livelihood and culture of tribal people in India.,2021,20,,,
Paper II,6.3,Developmental Projects & Impact,Rehabilitation,Discuss,Discuss the problems involved in rehabilitation and resettlement of tribals displaced due to development projects in India.,2021,15,,,
Paper II,6.3,Developmental Projects & Impact,Induced Displacement,Explain,Explain the impact of development induced displacement among tribal people in India with examples.,2020,20,,,
Paper II,6.3,Developmental Projects & Impact,Environment & Livelihood,What,What has been the impact of development projects on the environment and livelihood of forest dwelling tribes?,2019,15,,,
Paper II,6.3,Developmental Projects & Impact,Forest Rights Act 2006,Discuss,Discuss the significance and implementation of 'Recognition of Forest Right's Act 2006'.,2018,15,,,
Paper II,6.3,Developmental Projects & Impact,Land Acquisition Acts,Examine,Examine the advancement made in the land acquisition and rehabilitation Act of 2013 over the land acquisition Act of 1894.,2018,15,,,
Paper II,6.3,Developmental Projects & Impact,Industrialization,Short Note,Impact of industrialization on schedule tribe population of Jharkhand.,2016,10,,,
Paper II,6.3,Developmental Projects & Impact,Forest Rights Act 2006,Explain,Explain the difficulties experienced by schedule tribes with regard to implementation of recognition of forest rights act 2006.,2016,15,,,
Paper II,6.3,Developmental Projects & Impact,Globalization,Discuss,Discuss the impact of Globalization on the livelihood of the tribal populations.,2014,20,,,
Paper II,6.3,Developmental Projects & Impact,Forest Policy,Short Note,Forest policy and tribes.,2014,10,,,
Paper II,6.3,Developmental Projects & Impact,Sanctuaries/National Parks,Short Note,Impacts of sanctuaries and national parks on tribal populations.,-,10,,,
Paper II,6.3,Developmental Projects & Impact,Urbanization & Women,Discuss,The impact of Urbanization and Industrialization on tribal women. Discuss.,-,15,,,
Paper II,7.1,"Problems of SCs, STs, and OBCs",Backward Classes,Short Note,Constitutional Safeguards for Backward Classes.,2024,10,,,
Paper II,7.1,"Problems of SCs, STs, and OBCs",Sixth Schedule Areas,Short Note,Status of Sixth Schedule Areas.,2024,10,,,
Paper II,7.1,"Problems of SCs, STs, and OBCs",Scheduled Areas,Short Note,Scheduled areas.,2023,10,,,
Paper II,7.1,"Problems of SCs, STs, and OBCs",OBC Identification,"How, Elucidate","How are other backward classes identified? Enumerating the important features, elucidate the recent changes in their social and economic life.",2023,15,,,
Paper II,7.1,"Problems of SCs, STs, and OBCs",Fifth Schedule Areas,Short Note,Role of the Governor in the Fifth Schedule areas.,2022,10,,,
Paper II,7.1,"Problems of SCs, STs, and OBCs",SC & ST Solutions,Discuss,Discuss the issues and solutions related to the Scheduled Caste and the Scheduled Tribe populations in India.,2022,15,,,
Paper II,7.1,"Problems of SCs, STs, and OBCs",Recognition & Deprivation,Short Note,Politics of recognition and deprivation.,2021,10,,,
Paper II,7.1,"Problems of SCs, STs, and OBCs",SC Safeguards,Critically evaluate,Critically evaluate the state of implementation of constitutional safeguards for the scheduled castes.,2020,15,,,
Paper II,7.1,"Problems of SCs, STs, and OBCs",Sixth Schedule,Describe,Describe the provisions under VIth schedule of Indian constitution.,2020,15,,,
Paper II,7.1,"Problems of SCs, STs, and OBCs",Tribe Safeguards,What,What are the Constitutional safeguards to protect the interests of Indian tribes.,2019,15,,,
Paper II,7.1,"Problems of SCs, STs, and OBCs",Non-Hindu Religions Impact,What,What has been the impact of non-Hindu religions on the emancipation of scheduled castes in India?,2019,15,,,
